epoch,train_loss,train_dice,val_dice,val_iou,val_precision,val_recall
1,0.6582614382108053,0.2963739447295666,0.1760832601123386,0.1319077279832628,0.19478323062260947,0.8434177504645454
2,0.5648518651723862,0.3539239279925823,0.17242833971977234,0.1613363673289617,0.7856268882751465,0.16889537208610111
3,0.4798497259616852,0.40496453642845154,0.2346940106815762,0.31167297893100315,0.7033303181330363,0.5412655936347114
4,0.44440588106711704,0.4268062065045039,0.3664639890193939,0.6872227191925049,0.7571757369571261,0.8579456607500712
5,0.42941925426324207,0.4427710895737012,0.4064865443441603,0.5617618560791016,0.6954898768001132,0.8536300990316603
6,0.4095367416739464,0.452819583316644,0.5176263915167915,0.69911879963345,0.7519206073549058,0.8815312915378146
